CensusTract,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
36061005900,New York,Manhattan,5604,2665,2939,4.6,81.8,2.1,0.3,9.9,4829,103672.0,20810.0,119453.0,24818.0,3.9,0.0,81.3,2.6,15.7,0.0,0.5,5.1,0.9,47.2,30.3,10.5,5.9,22.4,3179,83.3,6.7,8.6,1.4,1.6
36061006000,New York,Manhattan,5063,2365,2698,6.4,73.1,2.5,0.0,15.2,3829,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628,81.8,7.5,10.7,0.0,5.7
36061006100,New York,Manhattan,5032,2336,2696,6.2,81.1,1.7,0.0,10.0,4242,108973.0,16519.0,84699.0,16541.0,5.0,11.1,74.2,6.3,18.7,0.0,0.9,5.1,6.7,48.2,20.1,7.6,12.4,23.4,2759,86.0,5.9,7.4,0.7,4.0
36061006200,New York,Manhattan,4536,2420,2116,13.2,45.3,17.1,0.1,20.1,2932,82102.0,36366.0,33057.0,4483.0,36.9,2.3,71.8,7.7,16.7,1.9,1.9,2.3,2.4,40.1,49.5,2.0,3.8,24.8,1591,76.6,20.2,3.2,0.0,7.4
36061006300,New York,Manhattan,6330,2921,3409,4.8,79.7,1.0,0.0,10.8,5083,113284.0,19068.0,112321.0,16178.0,4.0,0.0,77.5,2.3,18.5,0.0,1.7,6.0,1.1,57.2,23.5,6.3,5.9,25.6,3774,78.5,9.2,12.3,0.0,5.8
36061006400,New York,Manhattan,8012,3340,4672,5.0,72.9,4.0,1.7,12.4,7103,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785,87.9,4.1,8.0,0.0,4.3
36061006500,New York,Manhattan,6264,3023,3241,5.5,77.4,3.7,0.0,9.5,5185,97718.0,17225.0,68694.0,8559.0,12.3,0.0,68.7,5.5,22.3,0.5,3.1,0.9,0.7,59.6,27.4,5.3,6.1,22.7,3767,86.2,3.8,10.0,0.0,3.4
36061006600,New York,Manhattan,11252,5588,5664,28.6,52.8,3.5,0.0,13.6,9125,64963.0,21427.0,58239.0,7203.0,14.7,5.4,68.2,13.6,12.7,0.0,5.5,7.8,2.0,49.3,31.0,2.6,7.2,27.8,7137,81.6,9.9,8.4,0.0,3.3
36061006700,New York,Manhattan,5011,2216,2795,3.2,83.9,1.7,0.0,6.5,4281,88492.0,14460.0,101718.0,14808.0,4.9,4.3,68.7,5.3,24.2,0.8,0.9,4.2,0.7,51.1,25.2,8.7,10.1,23.4,3696,88.8,2.9,8.3,0.0,5.7
36061006800,New York,Manhattan,7413,3764,3649,9.7,69.1,6.8,0.1,13.8,6400,109526.0,18259.0,80750.0,11350.0,11.2,0.0,69.7,5.5,21.4,0.0,3.4,1.0,0.0,56.9,23.9,6.0,12.1,22.7,4726,92.6,4.6,2.3,0.6,8.3
36061006900,New York,Manhattan,2604,1447,1157,7.6,73.9,2.8,0.0,7.1,2041,183750.0,35202.0,139299.0,25912.0,7.4,3.0,75.2,1.7,22.6,0.0,0.5,8.2,0.0,44.9,16.1,15.9,14.9,26.4,1551,85.1,6.3,8.6,0.0,3.4
36061007000,New York,Manhattan,8131,3730,4401,2.7,66.7,4.6,0.0,22.2,6763,101848.0,14153.0,83971.0,9583.0,9.9,4.2,75.6,6.0,17.2,1.2,0.0,2.8,0.4,43.8,41.3,8.8,2.9,24.5,5623,87.0,7.4,4.3,1.4,2.6
36061007100,New York,Manhattan,6115,2830,3285,2.7,78.9,1.5,1.9,12.9,5031,125028.0,9155.0,112005.0,18071.0,8.2,0.0,72.8,5.6,20.4,0.0,1.2,3.1,1.9,60.4,19.3,7.5,7.8,27.0,4244,79.3,7.0,13.7,0.0,4.3
36061007200,New York,Manhattan,7640,3515,4125,7.3,65.1,1.1,0.0,21.3,6011,104272.0,9148.0,88081.0,20137.0,9.2,23.5,67.3,4.4,24.8,0.7,2.9,0.5,1.1,52.4,36.8,2.3,6.8,25.0,5333,91.9,5.8,2.3,0.0,6.7
36061007300,New York,Manhattan,5677,3170,2507,9.5,83.3,1.6,0.0,4.9,4762,97149.0,27937.0,99274.0,11993.0,7.0,8.4,71.7,6.0,20.6,0.0,1.6,1.0,0.4,49.5,31.8,6.4,10.8,23.0,4233,86.8,1.5,11.8,0.0,6.2
36061007400,New York,Manhattan,3752,1813,1939,8.7,74.7,2.2,0.0,9.9,3028,128618.0,33475.0,131261.0,23857.0,12.2,20.9,77.5,0.8,20.2,1.5,0.0,3.7,1.7,37.0,47.6,5.1,4.9,20.8,2432,89.8,1.5,8.8,0.0,5.7
36061007500,New York,Manhattan,4358,2214,2144,8.1,83.9,0.6,0.0,5.5,3382,113682.0,27211.0,124217.0,19567.0,4.5,0.0,73.1,13.7,13.2,0.0,0.0,6.1,0.7,46.4,21.3,10.9,14.6,25.7,2845,86.2,4.9,8.9,0.0,8.0
36061007600,New York,Manhattan,1912,843,1069,2.8,45.8,2.6,0.4,46.6,1091,103264.0,25325.0,83498.0,16201.0,18.6,4.0,75.9,7.6,14.5,0.9,1.1,2.1,2.1,36.5,48.8,3.3,7.2,23.4,1306,92.2,1.4,6.1,0.3,3.5
36061007700,New York,Manhattan,5599,3354,2245,8.5,81.4,1.4,0.0,7.4,4728,127729.0,17801.0,114729.0,18942.0,3.5,2.0,74.2,1.0,21.0,1.7,2.1,5.1,1.8,54.9,21.2,8.2,8.7,22.8,4166,85.0,5.5,9.5,0.0,4.2
36061007800,New York,Manhattan,8032,3342,4690,6.3,69.2,3.5,0.0,18.8,6105,120205.0,12734.0,93503.0,10726.0,7.6,0.0,64.5,4.4,27.5,3.2,0.4,2.5,0.4,41.7,43.7,5.6,6.1,29.6,5491,92.1,3.6,4.2,0.0,6.9
36061007900,New York,Manhattan,4101,2201,1900,6.2,87.9,0.3,0.3,3.8,3339,83922.0,22314.0,126883.0,26497.0,8.8,2.0,72.7,10.1,16.1,0.9,0.2,3.3,0.0,49.4,23.6,12.2,11.6,24.7,2495,86.7,5.7,7.6,0.0,4.7
36061008000,New York,Manhattan,5045,2305,2740,6.3,80.8,2.0,0.0,10.1,4003,110242.0,24765.0,104572.0,12870.0,10.5,2.6,74.4,1.8,21.7,1.3,0.8,3.3,1.3,32.2,43.2,7.7,12.4,23.6,3307,83.9,3.8,11.9,0.4,4.9
36061008100,New York,Manhattan,8957,4646,4311,9.2,77.0,1.5,0.0,8.9,7136,111476.0,13572.0,108123.0,17441.0,10.2,1.9,73.3,4.0,22.0,0.7,0.0,5.7,0.7,55.9,25.1,6.5,6.2,23.8,6056,86.7,7.5,5.8,0.0,4.8
36061008200,New York,Manhattan,3060,1561,1499,3.5,72.6,3.4,0.0,18.3,2509,107925.0,27651.0,108621.0,17917.0,7.4,0.0,73.5,3.1,22.6,0.0,0.9,7.0,1.7,30.1,51.1,1.0,9.2,24.1,1983,85.2,5.4,9.3,0.0,0.9
36061008300,New York,Manhattan,3929,1534,2395,30.5,49.0,5.8,0.0,11.5,2974,69303.0,17227.0,65689.0,16152.0,18.5,12.5,56.8,10.4,31.2,0.9,0.7,2.0,0.8,68.0,17.0,5.8,6.4,28.0,2170,84.7,9.1,6.2,0.0,11.3
36061008400,New York,Manhattan,2054,848,1206,7.1,44.1,2.3,0.0,41.2,1239,120938.0,42042.0,85826.0,23065.0,15.4,0.0,74.8,3.6,16.7,2.0,2.9,4.3,0.0,35.8,47.7,1.9,10.3,19.9,1309,85.9,1.6,12.5,0.0,7.3
36061008601,New York,Manhattan,2807,1512,1295,5.5,69.9,1.4,0.0,22.5,2116,142299.0,29049.0,89385.0,13130.0,5.6,0.0,70.1,3.2,21.0,1.9,3.8,6.4,2.5,35.4,40.6,9.9,5.2,24.6,2019,86.9,9.5,3.6,0.0,3.6
36061008602,New York,Manhattan,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
36061008603,New York,Manhattan,4272,1872,2400,5.9,85.4,0.4,0.0,5.5,3559,142304.0,23585.0,162975.0,31830.0,5.1,2.2,78.1,6.6,14.6,0.0,0.8,12.7,2.1,25.0,42.3,8.9,9.0,26.1,2400,85.5,8.2,6.3,0.0,3.7
36061008700,New York,Manhattan,7159,3829,3330,12.3,74.1,0.8,0.0,9.6,5366,122569.0,31244.0,126749.0,27559.0,4.6,3.4,64.4,5.1,28.6,1.3,0.6,3.8,1.7,52.9,30.8,7.1,3.7,23.5,5253,86.6,7.2,6.2,0.0,4.8
36061008800,New York,Manhattan,6781,3098,3683,5.1,67.1,2.2,0.0,21.2,5413,100179.0,10403.0,91200.0,10853.0,7.6,8.7,74.8,3.2,20.1,0.0,1.8,5.6,3.3,30.6,46.1,4.4,10.1,29.9,4894,81.0,9.1,8.1,1.8,4.1
36061008900,New York,Manhattan,5531,2967,2564,14.7,68.3,7.6,0.0,6.3,4312,89315.0,27493.0,104544.0,19838.0,12.3,30.0,73.5,8.9,14.3,1.7,1.6,7.1,1.6,52.9,21.3,7.3,9.8,27.6,3660,81.7,5.9,12.5,0.0,3.2
36061009000,New York,Manhattan,7306,3428,3878,10.0,60.1,2.4,0.0,25.4,4943,119196.0,17482.0,101494.0,15029.0,8.9,0.0,73.1,1.8,19.7,3.1,2.2,3.4,1.0,37.0,44.7,5.6,8.4,26.8,5443,86.4,9.5,4.0,0.0,2.2
36061009100,New York,Manhattan,6665,3377,3288,6.6,65.1,3.6,0.0,19.6,5565,111505.0,17358.0,122725.0,19074.0,13.2,16.8,70.6,6.3,21.4,0.3,1.4,1.4,1.8,51.6,21.4,12.0,11.8,23.4,5071,84.2,7.9,7.8,0.0,5.9
36061009200,New York,Manhattan,1717,822,895,5.4,75.7,2.0,0.0,16.0,1376,122379.0,38576.0,111765.0,20723.0,5.4,7.2,75.4,2.1,21.0,0.5,1.1,2.4,0.0,37.2,51.6,1.4,7.4,25.5,1414,87.0,4.7,8.3,0.0,1.7
36061009300,New York,Manhattan,10650,5167,5483,19.5,52.4,20.2,0.0,6.6,7726,76058.0,16263.0,87393.0,35519.0,24.6,74.6,56.0,18.4,20.9,0.0,4.8,4.7,0.4,37.8,35.2,11.6,10.3,30.4,5648,82.6,5.9,11.5,0.0,7.0
36061009400,New York,Manhattan,15,11,4,0.0,73.3,0.0,0.0,0.0,15,,,67220.0,68117.0,0.0,,42.9,57.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,7,100.0,0.0,0.0,0.0,0.0
36061009500,New York,Manhattan,3299,1390,1909,4.2,72.9,3.8,0.0,15.6,2438,145956.0,30975.0,84944.0,17324.0,13.7,6.7,64.0,5.7,27.6,0.4,2.3,2.2,1.7,39.3,37.8,5.5,13.6,22.1,1643,84.2,6.5,8.3,1.0,8.4
36061009600,New York,Manhattan,149,87,62,4.7,55.0,0.0,8.1,32.2,102,135313.0,38445.0,136078.0,46123.0,8.1,0.0,93.1,0.0,6.9,0.0,0.0,6.9,0.0,26.7,58.6,0.0,7.8,25.7,116,100.0,0.0,0.0,0.0,4.1
36061009700,New York,Manhattan,5163,2633,2530,28.2,51.0,2.1,0.2,15.7,4168,43948.0,14165.0,57497.0,13232.0,16.9,16.8,54.9,20.6,19.9,1.1,3.5,3.7,3.1,39.9,48.2,3.8,1.3,29.2,2432,77.3,10.9,11.8,0.0,12.4
36061009800,New York,Manhattan,7654,3764,3890,5.0,78.0,1.1,0.0,14.2,6497,122331.0,15764.0,120863.0,15286.0,4.1,0.0,65.9,7.6,25.9,0.6,0.0,4.0,0.6,42.8,42.9,3.7,6.0,24.6,5213,86.8,5.8,7.4,0.0,2.9
36061009900,New York,Manhattan,4938,2783,2155,6.9,61.0,4.7,0.1,24.3,3685,128906.0,14704.0,131432.0,19100.0,7.4,10.3,70.8,5.5,20.1,0.2,3.5,3.4,2.4,42.5,36.4,11.2,4.1,26.0,3738,92.9,1.7,5.4,0.0,5.8
36061010000,New York,Manhattan,1683,744,939,13.6,74.2,1.3,0.4,7.5,1361,112098.0,27814.0,103118.0,13632.0,8.5,2.0,66.8,6.7,25.0,0.0,1.5,7.7,0.0,42.3,42.4,3.8,3.8,24.9,1224,91.8,4.0,4.2,0.0,3.6
36061010100,New York,Manhattan,1259,758,501,5.8,52.3,4.7,0.0,34.6,802,159821.0,16784.0,118772.0,18873.0,11.4,0.0,74.2,6.0,17.0,1.1,1.7,4.2,1.1,41.1,38.3,7.4,7.9,23.6,932,90.7,3.6,5.7,0.0,5.7
36061010200,New York,Manhattan,258,150,108,3.1,82.6,0.4,9.7,4.3,194,,,61424.0,34035.0,8.1,0.0,64.8,0.0,13.6,21.6,0.0,0.0,0.0,26.5,21.6,24.1,27.8,15.2,162,67.9,3.1,29.0,0.0,0.0
36061010300,New York,Manhattan,1841,1071,770,4.1,60.9,7.7,1.0,22.2,1376,94607.0,13651.0,73889.0,8458.0,8.4,10.9,74.7,3.7,18.5,1.2,1.8,6.6,0.6,47.8,28.0,16.6,0.4,22.4,1398,86.6,3.7,9.7,0.0,3.8
36061010400,New York,Manhattan,982,448,534,7.1,72.8,2.2,0.0,17.8,795,111806.0,28324.0,118143.0,26487.0,7.9,0.0,58.9,15.2,20.6,0.0,5.2,10.1,0.0,34.7,31.2,8.1,15.9,28.7,572,82.7,8.6,8.7,0.0,6.2
36061010601,New York,Manhattan,7259,2948,4311,4.4,86.3,1.8,0.3,6.5,6307,125488.0,14020.0,164802.0,44260.0,5.5,0.0,70.3,4.3,24.1,0.0,1.3,13.7,2.4,39.2,27.6,5.2,12.0,30.9,3905,82.4,4.0,13.6,0.0,6.5
36061010602,New York,Manhattan,4482,1901,2581,5.8,74.1,4.8,0.0,12.9,3163,120053.0,17918.0,88104.0,12266.0,4.6,0.0,84.2,1.7,13.9,0.0,0.3,9.9,3.0,25.5,49.5,6.5,5.6,23.9,2991,89.4,2.0,6.7,1.9,2.5
36061010800,New York,Manhattan,9116,3862,5254,5.6,79.6,1.9,0.0,12.4,7521,127109.0,23481.0,128063.0,22207.0,3.8,0.0,78.4,4.5,16.3,0.0,0.8,10.1,3.2,44.1,30.2,2.8,9.6,26.9,5760,85.4,6.0,8.6,0.0,4.0
36061010900,New York,Manhattan,186,73,113,1.1,58.1,10.2,0.0,27.4,116,135750.0,118971.0,84762.0,23629.0,16.7,33.3,68.1,8.1,14.1,0.0,9.6,0.0,0.0,48.4,29.5,16.4,5.7,24.1,135,84.4,3.0,12.6,0.0,4.3
36061011000,New York,Manhattan,7456,3344,4112,7.8,80.3,4.1,0.0,7.6,5522,103797.0,22663.0,106868.0,19477.0,5.4,2.6,58.1,6.3,33.6,1.1,0.9,5.7,1.1,49.6,35.1,3.8,4.8,24.9,5132,86.9,6.7,6.0,0.4,6.7
36061011100,New York,Manhattan,4680,2379,2301,18.6,47.4,9.4,0.3,23.3,3083,105750.0,14705.0,74370.0,9367.0,16.1,29.0,66.4,14.3,18.4,0.6,0.3,2.9,0.0,53.1,35.5,3.9,4.6,31.1,3340,94.3,4.6,1.1,0.0,4.2
36061011201,New York,Manhattan,792,320,472,3.8,85.0,0.8,0.9,8.7,694,138250.0,50132.0,157551.0,25745.0,7.4,0.0,74.0,2.2,21.5,1.1,1.3,3.1,0.9,29.1,48.5,4.2,14.2,20.2,550,85.8,6.2,8.0,0.0,2.1
36061011202,New York,Manhattan,287,143,144,1.4,92.7,0.0,0.0,5.9,241,192857.0,82681.0,254204.0,80436.0,4.5,0.0,75.5,0.0,24.5,0.0,0.0,5.2,3.2,10.3,60.0,7.7,13.5,17.1,159,97.5,0.0,2.5,0.0,0.0
36061011203,New York,Manhattan,1166,451,715,6.3,76.5,2.2,0.0,14.9,846,128083.0,27382.0,151378.0,31700.0,10.9,9.9,73.4,6.9,19.7,0.0,0.0,5.8,0.8,27.1,52.3,6.9,7.2,20.9,792,78.7,7.2,13.0,1.1,1.9
36061011300,New York,Manhattan,126,96,30,4.8,19.0,15.1,0.0,61.1,83,82361.0,29445.0,102013.0,54870.0,19.0,,66.7,5.6,23.1,0.0,4.6,0.0,0.0,44.4,51.9,0.0,3.7,17.9,108,95.4,4.6,0.0,0.0,0.0
36061011401,New York,Manhattan,1276,574,702,2.0,89.3,1.0,0.0,5.5,924,197500.0,37671.0,181157.0,39475.0,3.2,0.0,72.8,3.9,21.0,2.3,0.0,1.7,3.3,37.0,35.6,13.9,8.5,20.7,662,85.8,1.7,11.2,1.4,0.6
36061011402,New York,Manhattan,2345,1103,1242,3.9,84.8,0.5,0.0,10.1,1771,151131.0,28652.0,140227.0,24771.0,4.0,2.8,77.8,1.9,19.1,0.6,0.6,10.4,0.3,39.1,31.6,9.5,9.1,23.4,1233,82.6,7.2,9.0,1.1,5.7
36061011500,New York,Manhattan,3035,1808,1227,23.5,40.5,9.9,0.0,23.0,2151,86741.0,14531.0,80989.0,14828.0,18.8,8.0,56.3,12.9,22.7,5.1,3.0,4.3,0.1,45.0,42.7,1.9,6.1,30.2,2051,83.9,5.6,10.5,0.0,7.7
36061011600,New York,Manhattan,3076,1322,1754,4.9,63.0,11.6,0.7,13.0,2218,72152.0,13623.0,68495.0,14991.0,5.4,0.0,66.2,7.1,25.6,1.1,0.0,3.2,1.7,44.0,36.0,8.3,6.9,25.7,1975,84.1,5.9,10.0,0.0,5.0
36061011700,New York,Manhattan,3870,1900,1970,21.6,52.4,8.8,0.0,15.1,2656,107125.0,14069.0,82399.0,15167.0,12.4,26.8,65.4,10.2,22.1,0.5,1.8,2.5,0.0,53.2,27.6,14.2,2.5,26.8,2781,88.2,6.0,5.8,0.0,6.3
36061011800,New York,Manhattan,9296,4201,5095,3.9,86.4,0.4,0.0,7.8,7090,125588.0,30414.0,121044.0,21711.0,6.5,0.0,71.4,4.6,20.9,0.0,3.1,8.0,0.3,34.5,40.7,7.8,8.6,25.5,5476,85.6,6.0,8.4,0.0,3.4
36061011900,New York,Manhattan,1068,699,369,23.6,35.5,35.4,0.0,1.4,961,11671.0,1150.0,28372.0,12805.0,55.5,,32.5,39.3,25.9,2.4,0.0,0.0,0.0,23.9,55.9,4.6,15.6,16.5,379,79.9,2.1,17.9,0.0,12.9
36061012000,New York,Manhattan,3158,1322,1836,5.7,87.6,1.3,0.4,5.1,2504,148833.0,40452.0,138832.0,30304.0,6.4,0.0,81.7,5.1,11.0,0.0,2.2,8.8,0.0,31.5,34.2,6.8,18.7,24.5,1504,86.4,2.9,10.6,0.0,3.5
36061012100,New York,Manhattan,8192,4570,3622,19.3,61.2,4.3,0.0,12.6,6147,62301.0,16375.0,54804.0,5302.0,9.9,6.9,66.0,10.6,15.0,3.7,4.7,3.7,0.9,41.8,42.1,4.1,7.5,25.8,5750,83.1,4.4,12.5,0.0,7.1
36061012200,New York,Manhattan,3126,1335,1791,3.5,94.1,0.0,0.0,2.4,2399,156218.0,27533.0,194691.0,37653.0,3.2,0.0,80.6,2.1,16.2,1.1,0.0,15.9,1.0,17.3,34.4,12.9,18.4,23.1,1522,81.3,6.2,12.5,0.0,0.8
36061012400,New York,Manhattan,10402,4787,5615,9.1,70.7,4.1,0.0,13.7,7066,117225.0,18160.0,95690.0,15466.0,7.1,8.2,70.3,4.7,19.7,1.3,4.0,5.5,2.6,45.8,29.1,13.3,3.7,28.2,5977,89.6,6.6,3.8,0.0,1.9
36061012500,New York,Manhattan,2483,1443,1040,7.2,56.6,2.4,0.3,31.9,1672,150682.0,21997.0,121754.0,19341.0,8.8,0.0,75.3,2.6,20.5,0.9,0.7,5.6,2.3,36.4,47.7,4.9,3.1,23.4,1873,91.9,4.8,3.4,0.0,3.1
36061012600,New York,Manhattan,12427,5425,7002,6.1,76.4,1.4,0.0,13.1,9503,112614.0,31356.0,109141.0,19648.0,2.7,0.0,70.2,2.9,26.3,0.0,0.6,5.7,0.8,43.7,31.1,8.8,9.8,34.9,7971,90.4,3.9,5.7,0.0,2.3
36061012700,New York,Manhattan,6974,3984,2990,26.1,53.6,3.1,0.0,15.2,5630,69578.0,6905.0,57341.0,7878.0,12.5,2.7,62.2,7.5,22.5,2.0,5.8,4.0,0.8,43.7,36.6,7.1,7.8,25.3,5139,85.1,4.2,10.7,0.0,6.6
36061012800,New York,Manhattan,6226,3045,3181,5.8,89.4,0.1,0.0,2.1,4763,175259.0,33245.0,172747.0,20659.0,4.5,3.0,68.4,2.5,27.7,0.5,0.9,11.0,3.1,40.5,26.2,8.7,10.5,26.0,2991,84.9,6.9,8.2,0.0,5.9
36061012900,New York,Manhattan,5755,3630,2125,15.0,56.0,5.1,0.0,20.1,4220,111290.0,20087.0,89203.0,13699.0,12.5,3.0,67.6,11.1,18.8,1.6,0.9,5.7,0.0,48.2,33.0,10.1,3.0,28.5,4033,92.0,4.2,3.8,0.0,7.4
36061013000,New York,Manhattan,3277,1407,1870,4.8,89.5,0.4,0.0,3.7,2564,244375.0,87688.0,195800.0,33828.0,7.1,0.0,79.6,4.6,15.0,0.0,0.8,25.3,5.8,19.1,22.2,15.3,12.3,21.2,1399,72.6,7.1,17.2,3.1,4.2
36061013100,New York,Manhattan,2775,1453,1322,17.9,59.9,4.1,0.0,16.0,2138,85195.0,13257.0,88608.0,16365.0,20.0,0.0,70.2,6.2,21.4,0.5,1.7,3.3,0.7,44.4,42.8,4.4,4.3,27.5,1669,90.2,4.0,5.8,0.0,4.4
36061013200,New York,Manhattan,10095,4322,5773,5.8,85.6,0.0,0.0,5.9,7961,78647.0,10759.0,81356.0,12649.0,7.0,0.0,70.1,2.3,24.6,3.0,0.0,7.3,2.9,58.9,18.0,10.3,2.6,33.3,6839,89.9,5.3,4.8,0.0,3.9
36061013300,New York,Manhattan,4858,2572,2286,22.8,56.1,4.0,0.3,15.0,3842,81974.0,18456.0,64861.0,8324.0,14.5,0.0,67.0,11.3,19.0,0.6,2.2,4.0,0.4,50.5,35.4,6.4,3.3,25.3,3261,88.3,5.2,6.4,0.0,7.9
36061013400,New York,Manhattan,11688,5011,6677,7.9,79.9,1.8,0.0,6.6,8793,97801.0,10994.0,95574.0,18373.0,14.3,22.5,72.6,5.5,19.8,1.5,0.6,6.2,1.6,59.4,22.9,6.4,3.6,27.0,7484,84.7,7.7,7.6,0.0,4.6
36061013500,New York,Manhattan,6384,3286,3098,36.3,40.9,9.1,0.0,13.3,5049,62290.0,11169.0,65809.0,8277.0,18.6,26.6,57.5,13.2,23.9,1.1,4.3,6.9,1.1,41.0,39.5,7.9,3.7,28.0,3438,84.9,7.2,7.9,0.0,5.7
36061013600,New York,Manhattan,15880,6543,9337,7.5,84.1,1.2,0.0,5.0,12792,108587.0,12991.0,97580.0,16105.0,3.1,0.0,67.6,4.0,27.2,0.7,0.5,8.4,0.9,58.2,12.0,14.3,6.2,31.5,9745,86.4,4.7,8.9,0.0,4.3
36061013700,New York,Manhattan,6698,2994,3704,4.8,76.0,1.0,0.3,16.8,4721,142982.0,28183.0,116745.0,22758.0,8.4,7.2,74.8,6.6,17.8,0.0,0.8,4.8,1.2,40.0,36.7,3.9,13.3,24.0,4030,83.5,5.9,10.6,0.0,4.5
36061013800,New York,Manhattan,13162,5597,7565,6.8,82.9,1.3,0.0,7.5,10830,118358.0,25196.0,91351.0,14072.0,7.4,0.0,61.2,9.1,27.7,1.0,1.1,4.5,2.1,63.6,12.3,7.9,9.7,31.3,9053,89.7,5.8,4.5,0.0,5.3
36061013900,New York,Manhattan,8252,3914,4338,9.9,67.3,5.6,0.0,11.5,6910,91952.0,22692.0,84873.0,14895.0,7.3,0.0,72.0,5.9,18.0,0.0,4.1,2.2,1.0,56.2,28.0,2.1,10.4,30.0,5981,91.2,2.2,6.6,0.0,5.7
36061014000,New York,Manhattan,7671,3353,4318,5.1,84.9,1.4,0.0,7.4,5626,137700.0,37582.0,141682.0,19774.0,6.9,13.2,79.0,1.7,18.3,0.4,0.7,8.7,1.1,61.2,11.6,8.5,8.9,26.8,4276,92.5,2.9,4.6,0.0,5.5
36061014200,New York,Manhattan,4467,1862,2605,4.9,88.1,0.2,0.8,1.9,3446,235455.0,43299.0,209894.0,45548.0,5.9,9.3,75.2,3.3,20.0,0.0,1.6,8.8,4.9,27.8,24.6,18.9,14.9,24.1,2122,83.8,1.3,14.9,0.0,1.9
36061014300,New York,Manhattan,5,0,5,40.0,0.0,40.0,0.0,0.0,4,,,2980.0,11980.0,100.0,,,,,,,,,,,,,,0,,,,,100.0
36061014401,New York,Manhattan,5228,2181,3047,5.7,85.7,0.3,0.0,6.4,4235,101750.0,21279.0,103629.0,15675.0,4.1,0.0,67.0,9.4,20.6,1.6,1.3,9.0,0.0,52.6,21.9,4.6,11.8,33.6,2998,75.1,6.9,17.6,0.5,5.0
36061014402,New York,Manhattan,7675,3328,4347,2.8,86.0,2.9,0.0,5.6,5779,117656.0,22922.0,101680.0,10964.0,5.4,0.0,73.3,6.3,18.9,0.0,1.4,9.7,1.4,58.8,11.8,7.2,11.1,33.9,4372,84.7,6.0,9.3,0.0,3.8
36061014500,New York,Manhattan,5195,2450,2745,8.4,72.9,3.6,0.0,12.3,3733,161685.0,29461.0,141678.0,22522.0,4.4,0.0,78.7,2.4,17.0,0.0,1.9,3.3,1.3,50.9,28.9,4.9,10.7,25.4,2807,88.5,6.8,4.2,0.6,4.7
36061014601,New York,Manhattan,4463,2184,2279,5.4,79.1,1.1,1.3,11.0,3267,120257.0,23922.0,98530.0,19391.0,3.8,0.0,73.8,6.9,18.8,0.0,0.5,6.0,0.7,68.8,15.5,3.2,5.7,32.2,3135,85.9,8.3,5.8,0.0,2.6
36061014602,New York,Manhattan,7748,3285,4463,7.2,83.7,1.2,0.0,7.2,6223,97632.0,19046.0,91861.0,9389.0,4.4,2.7,75.7,3.4,16.8,1.8,2.3,3.5,0.7,70.2,12.7,4.3,8.7,30.7,5680,85.8,6.1,7.7,0.3,3.6
36061014700,New York,Manhattan,3161,1509,1652,10.9,57.9,2.9,0.0,23.8,1936,137328.0,40035.0,109862.0,15161.0,3.0,0.9,85.4,2.6,11.3,0.7,0.0,5.9,0.8,48.5,29.7,9.4,5.7,24.5,2029,91.2,2.3,6.5,0.0,3.8
36061014801,New York,Manhattan,3081,1548,1533,6.5,76.8,2.0,0.4,8.9,2303,167667.0,28249.0,142557.0,24516.0,4.4,4.1,77.0,3.5,18.4,0.0,1.1,9.7,0.5,66.7,11.4,5.5,6.2,29.4,1831,86.8,4.4,8.2,0.5,3.0
36061014802,New York,Manhattan,6751,3108,3643,7.1,76.6,1.5,0.0,9.9,4842,109493.0,34118.0,100936.0,13315.0,5.1,6.6,69.4,5.5,22.9,1.5,0.7,6.1,2.1,66.8,11.3,3.5,10.3,31.1,4017,81.9,8.2,9.6,0.3,1.4
36061014900,New York,Manhattan,5934,2905,3029,7.3,78.1,0.9,0.1,11.9,4423,154972.0,31969.0,138838.0,22858.0,5.1,4.9,69.3,3.6,23.8,0.3,3.1,10.7,3.8,46.6,24.3,7.0,7.6,27.9,3239,89.1,5.3,5.6,0.0,4.3
36061015001,New York,Manhattan,1952,927,1025,2.8,88.0,0.0,0.0,8.1,1485,151625.0,32006.0,137338.0,22811.0,12.4,13.2,76.0,1.8,18.7,3.5,0.0,8.2,7.2,57.3,14.9,4.4,8.1,29.2,924,81.8,2.9,13.4,1.8,3.0
36061015002,New York,Manhattan,5171,2059,3112,12.6,83.5,0.8,0.0,2.8,3664,156500.0,39951.0,144947.0,28529.0,3.5,2.6,72.5,2.4,21.9,3.1,0.0,8.2,1.3,49.1,6.9,17.6,16.9,28.0,2195,72.4,13.0,14.6,0.0,2.6
